cif,company_group,income_type,length_of_residence_year,edu_level_group,current_job_group,total_income,estimated_income,collateral_value,dependence,marriage_status,age,gender,loan_amount,interest,duration,time_in_job,time_in_current_job,labor_contract_date,is_bad,created_at
500065899,doanh nghiệp khác,tiền mặt,7,đại học,white_staff,14700000,4835723.03,751840000,1,độc thân,25,1,450000000,0.1,180,tu1den3nam,2.25,01/03/2019,FALSE,18:17.0
5200034628,tổ chức ngoài công lập,khác,2,đại học,unknown,37000000,5810414.409,591641400,1,khác,48,1,350000000,0.1,84,tu1den3nam,0,,TRUE,26:40.0
130167958,tổ chức ngoài công lập,tiền mặt,9,trung cấp,unknown,50957333,32475178.13,5800270000,1,có gia đình,50,1,3000000000,0.1,177,tu1den3nam,0,,FALSE,11:04.0
650013838,doanh nghiệp khác,tiền mặt,13,cao đẳng,blue_staff,15000000,7039343.109,2784000000,7,có gia đình,55,1,500000000,0.1,108,duoi1nam,0.9,01/07/2020,FALSE,48:54.0
5600054521,tổ chức ngoài công lập,khác,1,đại học,white_manager,30000000,7522235.824,1068350000,1,có gia đình,27,1,700000000,0.1,180,tu5,0,,FALSE,33:59.0
480019406,tổ chức ngoài công lập,khác,3,đại học,unknown,80000000,25096643.52,4299624000,1,có gia đình,43,1,2100000000,0.1,144,tu1den3nam,0,,FALSE,28:08.0
4180224186,doanh nghiệp khác,tiền mặt,0.333333333,đại học,white_manager,68000000,46250000,7484178000,1,có gia đình,29,1,3700000000,0.11,300,tu1den3nam,1.13,03/05/2021,FALSE,16:29.0
3100034788,doanh nghiệp khác,tiền mặt,1.916666667,đại học,white_manager,15000000,4980355.208,374850000,3,có gia đình,31,1,300000000,0.1,84,duoi1nam,0.97,16/07/2020,FALSE,18:49.0
7000052279,doanh nghiệp khác,tiền mặt,0.5,trung cấp,unknown,8000000,3187056.707,300135000,1,khác,28,2,150000000,0.1,60,tu1den3nam,0.01,14/05/2021,FALSE,08:45.0
7000052279,tổ chức ngoài công lập,tiền mặt,1.75,trung cấp,unknown,18000000,8750000,836979000,1,khác,29,2,500000000,0.11,120,tu1den3nam,0,,FALSE,18:36.0
6200027632,tổ chức ngoài công lập,tiền mặt,0,trung cấp,business,14000000,7522235.824,3433959430,1,khác,43,2,700000000,0.1,180,tu5,0,,FALSE,01:20.0
4170039745,doanh nghiệp khác,tiền mặt,24,đại học,white_manager,75000000,53730255.89,8262649040,1,độc thân,35,1,5000000000,0.1,180,tu1den3nam,1.64,05/11/2019,FALSE,14:39.0
820012894,doanh nghiệp lớn,chuyển khoản,1,cao đẳng,blue_staff,21334000,10746051.18,2012812400,5,có gia đình,45,1,1000000000,0.1,180,tu5,7.12,01/04/2014,FALSE,06:41.0
800043610,doanh nghiệp khác,tiền mặt,5,đại học,white_staff,55000000,13969866.53,1937066000,1,khác,44,1,1300000000,0.1,180,duoi1nam,0.64,25/12/2020,FALSE,00:25.0
5400032079,doanh nghiệp khác,tiền mặt,33,cao đẳng,white_staff,80000000,42984204.71,6014493800,2,có gia đình,33,1,4000000000,0.1,180,tu1den3nam,1.84,01/08/2019,FALSE,57:48.0
1100011095,doanh nghiệp khác,tiền mặt,2,cao đẳng,white_staff,11300000,4298420.471,1167820000,1,khác,34,2,400000000,0.1,180,tu1den3nam,1.52,20/11/2019,FALSE,37:25.0
610015155,doanh nghiệp khác,chuyển khoản,2,cao đẳng,white_staff,12139847,3761117.912,735000000,1,có gia đình,37,2,350000000,0.1,180,tu5,5.83,31/07/2015,FALSE,35:25.0
4160016734,doanh nghiệp khác,chuyển khoản,6,trung cấp,blue_staff,39759667,22465625.27,4812860000,1,có gia đình,51,1,1700000000,0.1,120,tu5,5.54,12/11/2015,FALSE,06:23.0
510010975,doanh nghiệp khác,tiền mặt,4.416666667,trung cấp,blue_staff,8000000,2490177.604,715494000,1,có gia đình,48,2,150000000,0.1,84,tu1den3nam,1.19,15/04/2020,FALSE,01:02.0
300140086,doanh nghiệp khác,tiền mặt,33,cao đẳng,white_manager,24500000,6607536.844,1487400000,2,có gia đình,33,1,500000000,0.1,120,tu1den3nam,2.89,02/01/2019,FALSE,40:20.0
900052255,tổ chức ngoài công lập,tiền mặt,1.416666667,trung cấp,blue_staff,13706667,3320236.805,2715580000,2,có gia đình,43,2,200000000,0.1,84,tu1den3nam,0.07,21/05/2021,FALSE,35:50.0
3030007331,doanh nghiệp khác,tiền mặt,0,trung cấp,unknown,24000000,7522235.824,1685643900,1,khác,24,2,700000000,0.1,180,tu1den3nam,0.02,07/12/2021,FALSE,06:48.0
5200034886,tổ chức công,tiền mặt,4.583333333,đại học,unknown,11124620,4150296.007,714834000,1,độc thân,35,1,250000000,0.1,84,tu5,3.08,24/05/2018,FALSE,11:03.0
610015272,doanh nghiệp khác,tiền mặt,6,trung cấp,white_staff,29000000,7522235.824,1660000000,2,có gia đình,38,1,700000000,0.1,180,tu1den3nam,2.79,01/09/2018,FALSE,29:36.0
610015272,doanh nghiệp khác,tiền mặt,7.166666667,trung cấp,white_staff,39000000,13333333.33,2790000000,2,có gia đình,39,1,1000000000,0.11,240,tu3den4nam,3.75,01/09/2018,FALSE,36:19.0
920011786,doanh nghiệp khác,tiền mặt,12.25,trung cấp,unknown,14500000,5561396.649,671967000,1,độc thân,22,2,335000000,0.1,84,tu1den3nam,0,27/05/2021,FALSE,28:58.0
830018983,doanh nghiệp lớn,chuyển khoản,4,đại học,white_manager,139967788,25790522.82,4003529700,2,có gia đình,33,1,2400000000,0.1,180,tu1den3nam,1.29,18/02/2020,FALSE,46:21.0
5200034790,doanh nghiệp khác,tiền mặt,1,cao đẳng,unknown,22000000,14078686.22,2021317900,1,có gia đình,55,1,1000000000,0.1,108,tu5,5.78,15/09/2015,FALSE,20:27.0
5200034790,doanh nghiệp khác,tiền mặt,1.916666667,đại học,unknown,52000000,31491228.07,4368000000,1,có gia đình,56,1,2000000000,0.11,152,tu5,6.52,15/09/2015,FALSE,26:43.0
810010596,tổ chức công,chuyển khoản,4,trung cấp,blue_staff,19600416,7522235.824,1625844000,2,có gia đình,36,1,700000000,0.1,180,tu1den3nam,1.28,29/02/2020,FALSE,35:31.0
810010637,doanh nghiệp khác,tiền mặt,10.91666667,đại học,white_staff,14066667,6374113.413,2144800000,3,có gia đình,24,2,300000000,0.1,60,tu1den3nam,1.33,12/03/2020,FALSE,29:33.0
5600058192,tổ chức ngoài công lập,tiền mặt,23.66666667,cao đẳng,unknown,22500000,8498817.885,1162109040,1,có gia đình,51,1,400000000,0.1,60,tu1den3nam,0,24/06/2021,FALSE,49:15.0
900052200,tổ chức ngoài công lập,khác,0.833333333,trung cấp,unknown,18000000,8300592.013,1127840000,3,khác,45,2,500000000,0.1,84,duoi1nam,0,,FALSE,46:37.0
710031770,doanh nghiệp khác,chuyển khoản,8,cao đẳng,unknown,24768360,16119076.77,2534628100,1,độc thân,28,1,1500000000,0.1,180,tu1den3nam,1.05,05/05/2020,FALSE,03:55.0
4170039628,doanh nghiệp khác,tiền mặt,8,đại học,white_manager,50000000,22351786.45,4179620000,2,có gia đình,32,1,2080000000,0.1,180,tu1den3nam,1.75,08/04/2020,FALSE,44:07.0
5600055869,doanh nghiệp khác,tiền mặt,2.916666667,đại học,white_manager,12000000,2666666.667,512000000,1,có gia đình,31,1,200000000,0.11,240,duoi1nam,0,08/09/2022,FALSE,33:51.0
5600055869,tổ chức ngoài công lập,tiền mặt,2.416666667,đại học,unknown,14000000,4552249.229,447154000,7,có gia đình,30,1,300000000,0.1,96,duoi1nam,0,01/03/2022,FALSE,25:48.0
5600055869,tổ chức ngoài công lập,tiền mặt,28,đại học,unknown,12000000,2793973.306,443000000,7,có gia đình,29,1,260000000,0.1,180,tu1den3nam,0,14/07/2021,FALSE,55:14.0
3030007245,tổ chức ngoài công lập,tiền mặt,0.25,trung cấp,unknown,14000000,8300592.013,1218800000,1,có gia đình,52,2,500000000,0.1,84,tu1den3nam,0.03,14/06/2021,FALSE,40:20.0
3030007379,tổ chức ngoài công lập,tiền mặt,16.08333333,trung cấp,unknown,9000000,3320236.805,639604000,1,có gia đình,56,2,200000000,0.1,84,tu1den3nam,0,09/09/2021,FALSE,55:01.0
540008386,doanh nghiệp khác,tiền mặt,0,cao đẳng,white_staff,27000000,18053365.98,2449876923,1,có gia đình,32,2,1680000000,0.1,180,duoi1nam,0.61,20/11/2020,FALSE,35:06.0
540008386,doanh nghiệp khác,tiền mặt,2,cao đẳng,white_manager,55000000,6666666.667,2723315352,1,có gia đình,33,2,250000000,0.12,60,tu1den3nam,1.48,01/03/2021,FALSE,58:27.0
820013015,doanh nghiệp khác,tiền mặt,6,đại học,white_staff,50000000,32238153.53,5629724100,7,có gia đình,43,2,3000000000,0.1,180,tu1den3nam,1.55,10/12/2019,FALSE,26:53.0
820013015,doanh nghiệp khác,tiền mặt,7.5,đại học,white_staff,257782916.8,28666666.67,8005998000,1,khác,44,2,2150000000,0.11,240,tu1den3nam,2.39,10/12/2019,FALSE,02:43.0
5600055883,doanh nghiệp khác,tiền mặt,3.083333333,đại học,white_manager,22500000,7733333.333,1390000000,1,độc thân,24,2,580000000,0.11,240,tu1den3nam,0,12/05/2022,FALSE,44:18.0
5600055883,tổ chức ngoài công lập,tiền mặt,2,đại học,white_staff,15000000,4513341.494,650000000,1,độc thân,24,2,420000000,0.1,180,tu1den3nam,0.01,11/01/2022,FALSE,48:13.0
530015132,doanh nghiệp khác,tiền mặt,4,đại học,white_staff,13047833,8596840.942,1175325700,1,độc thân,21,2,800000000,0.1,180,tu1den3nam,1.02,09/07/2020,FALSE,15:52.0
100573464,tổ chức ngoài công lập,tiền mặt,1,trung cấp,unknown,15000000,3187056.707,1122381000,1,có gia đình,53,2,150000000,0.1,60,tu1den3nam,0,,FALSE,08:49.0
3100034520,tổ chức ngoài công lập,khác,1,đại học,unknown,32000000,10746051.18,1495940000,7,khác,38,2,1000000000,0.1,180,duoi1nam,0,,FALSE,03:18.0
4190011170,doanh nghiệp khác,tiền mặt,15.08333333,đại học,white_manager,65000000,13333333.33,2380610000,2,có gia đình,49,1,1000000000,0.11,240,duoi1nam,0.66,10/01/2022,FALSE,58:28.0
5600056286,doanh nghiệp khác,tiền mặt,9,đại học,white_staff,15000000,7522235.824,1541442000,1,độc thân,31,2,700000000,0.1,180,tu1den3nam,0,09/06/2021,FALSE,47:27.0
5600056286,doanh nghiệp khác,tiền mặt,10.66666667,đại học,white_staff,33000000,12266666.67,2476000000,1,độc thân,32,2,920000000,0.11,240,tu1den3nam,0.01,18/04/2022,FALSE,36:31.0
120081286,doanh nghiệp khác,tiền mặt,30,trung cấp,unknown,56000000,32238153.53,5017091000,7,có gia đình,30,1,3000000000,0.1,180,duoi1nam,0.98,01/06/2020,FALSE,31:27.0
4120023280,doanh nghiệp khác,tiền mặt,43,đại học,white_manager,37000000,10746051.18,14772252000,7,có gia đình,43,1,1000000000,0.1,180,tu1den3nam,2.23,11/03/2019,FALSE,13:59.0
2000098058,doanh nghiệp khác,tiền mặt,2,đại học,unknown,27000000,10746051.18,1738950000,1,có gia đình,35,1,1000000000,0.1,180,tu1den3nam,2.94,01/10/2018,FALSE,05:08.0
9000045916,tổ chức ngoài công lập,khác,0,trung cấp,unknown,30000000,12971428.57,888000000,1,độc thân,33,2,480000000,0.11,56,tu5,0,,FALSE,26:51.0
2010008227,tổ chức ngoài công lập,tiền mặt,0.083333333,trung cấp,unknown,25000000,5524231.625,522347000,1,có gia đình,47,1,260000000,0.1,60,tu1den3nam,0,,FALSE,07:47.0
4170039707,doanh nghiệp khác,tiền mặt,8,đại học,white_manager,50000000,22566707.47,3200000000,2,có gia đình,48,1,2100000000,0.1,180,tu1den3nam,1.69,16/10/2019,FALSE,41:20.0
830019001,doanh nghiệp khác,tiền mặt,5,trung cấp,white_staff,23933333,8596840.942,2097785000,1,có gia đình,48,1,800000000,0.1,180,tu5,0.7,30/09/2020,FALSE,45:27.0
910020819,doanh nghiệp khác,tiền mặt,23,cao đẳng,white_staff,8500000,3399527.154,320565000,1,độc thân,23,1,160000000,0.1,60,tu1den3nam,0.01,07/06/2021,FALSE,00:59.0
5400032165,doanh nghiệp khác,chuyển khoản,1,cao đẳng,white_manager,50912867,13215073.69,1438605000,1,có gia đình,27,1,1000000000,0.1,120,duoi1nam,0.65,22/10/2020,FALSE,22:47.0
820012959,doanh nghiệp khác,tiền mặt,5.916666667,trung cấp,white_staff,45000000,11620828.82,1413416000,1,có gia đình,49,2,700000000,0.1,84,duoi1nam,0.59,15/04/2021,FALSE,58:34.0
820012959,tổ chức ngoài công lập,khác,5,trung cấp,unknown,30000000,10746051.18,2328297600,7,có gia đình,49,2,1000000000,0.1,180,tu5,0,,FALSE,30:13.0
3100034647,tổ chức ngoài công lập,tiền mặt,20,trung cấp,unknown,20000000,8300592.013,584500000,1,có gia đình,50,2,500000000,0.1,84,tu1den3nam,0,,FALSE,13:02.0
500066539,doanh nghiệp khác,tiền mặt,0,đại học,white_manager,60500000,41649799.41,3653649163,1,có gia đình,57,2,1500000000,0.1,43,tu1den3nam,1.33,02/03/2020,TRUE,07:43.0
820012911,doanh nghiệp khác,tiền mặt,4,trung cấp,blue_staff,80000000,10746051.18,2056740000,2,có gia đình,49,1,1000000000,0.1,180,tu1den3nam,2.36,15/01/2019,FALSE,42:25.0
820012911,doanh nghiệp khác,tiền mặt,5,trung cấp,blue_staff,120000000,10746051.18,2373000000,2,có gia đình,49,1,1000000000,0.1,180,tu1den3nam,2.99,15/01/2019,FALSE,13:52.0
5600056523,tổ chức công,tiền mặt,5.583333333,đại học,white_manager,93180100,24000000,2626018062,2,có gia đình,45,1,1800000000,0.11,240,tu5,0.29,30/03/2022,FALSE,31:23.0
5600056523,tổ chức công,tiền mặt,5.333333333,đại học,white_manager,58180100,19138888.89,1984000000,2,có gia đình,45,1,1300000000,0.11,180,tu5,0.04,30/03/2022,FALSE,07:42.0
2000097813,tổ chức ngoài công lập,khác,8.666666667,đại học,unknown,70000000,7587082.049,765000000,1,khác,41,2,500000000,0.1,96,tu5,0,,FALSE,17:36.0
5200034927,doanh nghiệp khác,tiền mặt,1,đại học,unknown,20100000,8300592.013,1116200154,1,có gia đình,37,2,500000000,0.1,84,tu1den3nam,1.16,11/05/2020,FALSE,39:56.0
490018952,doanh nghiệp khác,tiền mặt,19,đại học,white_manager,27000000,18590668.54,2905688100,1,độc thân,26,1,1730000000,0.1,180,tu1den3nam,1.4,10/03/2020,FALSE,47:26.0
490018952,doanh nghiệp khác,tiền mặt,20.91666667,đại học,white_manager,65000000,32533333.33,4082148200,1,độc thân,27,1,2440000000,0.11,240,tu1den3nam,2.41,10/03/2020,FALSE,00:19.0
6200027711,doanh nghiệp khác,tiền mặt,2,đại học,white_staff,50000000,22029404.91,3809858500,1,có gia đình,30,2,2050000000,0.1,180,tu1den3nam,1.53,06/05/2020,FALSE,42:35.0
6200027711,doanh nghiệp khác,tiền mặt,2.916666667,đại học,white_staff,90000000,16666666.67,4667027000,1,có gia đình,30,2,1250000000,0.11,240,tu1den3nam,1.97,06/05/2020,FALSE,42:18.0
5000020016,tổ chức ngoài công lập,khác,0,đại học,white_manager,15000000,6017788.659,900000000,1,có gia đình,37,1,560000000,0.1,180,tu1den3nam,1.65,01/11/2019,FALSE,21:38.0
810010675,tổ chức ngoài công lập,khác,4,đại học,business,39000000,7522235.824,1926499650,1,có gia đình,41,2,700000000,0.1,180,tu5,0,,FALSE,56:00.0
4000038168,tổ chức ngoài công lập,tiền mặt,11.41666667,đại học,unknown,19000000,10333333.33,2851404170,1,khác,41,2,400000000,0.11,60,duoi1nam,0,//,FALSE,32:19.0
550011723,tổ chức ngoài công lập,tiền mặt,3.333333333,cao đẳng,unknown,17000000,9680156.158,634000000,7,có gia đình,30,1,300000000,0.1,36,duoi1nam,0,,FALSE,23:22.0
630015166,doanh nghiệp khác,tiền mặt,4.333333333,cao đẳng,white_staff,9800000,3320236.805,272397920,3,có gia đình,38,2,200000000,0.1,84,tu3den4nam,3.67,09/10/2017,FALSE,59:49.0
820012887,doanh nghiệp lớn,chuyển khoản,12,đại học,white_manager,44936003,16119076.77,2152455000,1,có gia đình,36,1,1500000000,0.1,180,tu5,1.69,11/09/2019,FALSE,53:14.0
5200034604,doanh nghiệp khác,tiền mặt,3,đại học,unknown,49000000,14733333.33,3002193514,1,có gia đình,42,1,1040000000,0.12,240,tu1den3nam,0.01,30/09/2022,FALSE,49:04.0
5200034604,tổ chức công,tiền mặt,1,đại học,white_staff,20500000,12357958.85,2229318369,2,có gia đình,40,1,1150000000,0.1,180,tu4den5nam,4.39,04/01/2017,FALSE,24:10.0
7000052578,tổ chức ngoài công lập,tiền mặt,10.5,trung cấp,business,20000000,3187056.707,676984000,1,có gia đình,44,2,150000000,0.1,60,tu1den3nam,0,,FALSE,05:24.0
3100034692,tổ chức ngoài công lập,tiền mặt,11,đại học,unknown,15448000,6453437.439,352000000,1,có gia đình,51,2,200000000,0.1,36,tu5,3.45,01/01/2018,FALSE,23:21.0
9000042432,doanh nghiệp khác,chuyển khoản,5.083333333,trung cấp,white_staff,6701360,3320236.805,405600000,1,độc thân,47,2,200000000,0.1,84,tu3den4nam,3.42,02/01/2018,FALSE,26:42.0
9000043103,tổ chức ngoài công lập,tiền mặt,24,trung cấp,blue_staff,8000000,4298420.471,458034000,1,độc thân,24,2,400000000,0.1,180,tu1den3nam,0,,TRUE,40:46.0
9000041675,tổ chức ngoài công lập,khác,31,trung cấp,business,21000000,6453437.439,400000000,7,khác,31,1,200000000,0.1,36,tu1den3nam,0,,FALSE,48:12.0
5000019513,tổ chức ngoài công lập,tiền mặt,2.416666667,đại học,unknown,37000000,11620828.82,1406000000,2,có gia đình,44,1,700000000,0.1,84,tu5,0,,FALSE,29:33.0
430017935,tổ chức ngoài công lập,khác,5,đại học,unknown,42000000,10666666.67,11485876000,2,có gia đình,36,1,800000000,0.11,240,duoi1nam,0,,FALSE,16:54.0
430017935,doanh nghiệp khác,chuyển khoản,4,đại học,white_manager,39187126,21492102.35,8003000000,2,có gia đình,35,1,2000000000,0.1,180,duoi1nam,0.89,25/07/2020,FALSE,19:50.0
9000043093,tổ chức công,tiền mặt,14,đại học,white_manager,54706814,21492102.35,3001702000,1,có gia đình,38,2,2000000000,0.1,180,tu5,4.43,30/12/2016,FALSE,29:37.0
710031897,doanh nghiệp khác,tiền mặt,19,đại học,unknown,42654000,21492102.35,3446482300,3,có gia đình,41,1,2000000000,0.1,180,duoi1nam,0.53,15/12/2020,FALSE,09:58.0
9000044922,doanh nghiệp khác,tiền mặt,10,cao đẳng,white_staff,15000000,2149210.235,618026000,1,độc thân,35,1,200000000,0.1,180,tu1den3nam,1.81,01/09/2019,FALSE,43:55.0
540008104,doanh nghiệp khác,tiền mặt,25,cao đẳng,white_staff,30000000,19880194.68,2768000000,2,có gia đình,30,1,1850000000,0.1,180,tu1den3nam,1.03,15/05/2020,FALSE,09:24.0
6200027656,doanh nghiệp khác,tiền mặt,7,đại học,white_manager,50000000,31700850.97,4550878592,3,có gia đình,45,1,2950000000,0.1,180,tu3den4nam,3.16,06/04/2018,FALSE,40:44.0
3100034537,tổ chức công,chuyển khoản,10,đại học,white_staff,17000000,5373025.589,1695000000,1,khác,42,1,500000000,0.1,180,tu4den5nam,1.78,16/08/2019,FALSE,25:12.0
3100034537,tổ chức công,chuyển khoản,11,đại học,white_staff,25671335,4835723.03,1900000000,7,khác,42,1,450000000,0.1,180,tu5,2.49,16/08/2019,FALSE,37:06.0
800043342,doanh nghiệp khác,tiền mặt,5,đại học,white_manager,26313861,15044471.65,2004507000,2,có gia đình,37,1,1400000000,0.1,180,tu1den3nam,2.65,01/10/2018,FALSE,57:48.0
800043342,doanh nghiệp khác,tiền mặt,6.583333333,đại học,white_manager,52265253,9100000,2525013000,2,có gia đình,38,1,520000000,0.11,120,tu3den4nam,3.84,01/10/2018,FALSE,01:15.0
3050008367,tổ chức ngoài công lập,tiền mặt,11.5,trung cấp,unknown,10000000,4980355.208,960139000,1,độc thân,32,1,300000000,0.1,84,tu1den3nam,0.02,22/06/2021,FALSE,43:59.0
380019032,doanh nghiệp khác,tiền mặt,5.083333333,đại học,white_manager,661247374.6,28333333.33,3571900000,2,có gia đình,37,2,2000000000,0.12,240,tu5,0,,FALSE,02:43.0
740013432,doanh nghiệp khác,tiền mặt,13,đại học,unknown,101000000,53730255.89,10260423458,3,có gia đình,41,1,5000000000,0.1,180,tu1den3nam,1.11,06/05/2020,FALSE,30:36.0
2000097693,doanh nghiệp khác,tiền mặt,6.75,trung cấp,white_manager,25000000,6640473.611,802924500,3,có gia đình,33,1,400000000,0.1,84,tu4den5nam,4.73,08/04/2017,FALSE,58:52.0
4190011211,doanh nghiệp khác,tiền mặt,0.416666667,đại học,white_manager,75000000,50400000,12059203000,1,độc thân,22,1,3600000000,0.12,250,duoi1nam,0.63,01/03/2022,FALSE,54:47.0
910020613,tổ chức ngoài công lập,khác,0.333333333,trung cấp,unknown,8000000,3320236.805,453544000,1,khác,45,2,200000000,0.1,84,duoi1nam,0,,FALSE,01:37.0
700071692,doanh nghiệp khác,tiền mặt,2,đại học,white_staff,27000000,4298420.471,1446389600,1,có gia đình,48,2,400000000,0.1,180,tu1den3nam,1,25/06/2020,FALSE,07:01.0
620030319,doanh nghiệp khác,tiền mặt,13.91666667,đại học,white_staff,15000000,8300592.013,2312024000,1,độc thân,28,2,500000000,0.1,84,tu1den3nam,2.04,01/07/2019,FALSE,31:47.0
620030319,doanh nghiệp khác,tiền mặt,14,đại học,white_staff,15000000,7522235.824,2312024000,1,độc thân,28,2,700000000,0.1,180,tu1den3nam,2.57,01/07/2019,FALSE,14:00.0
5600063400,doanh nghiệp khác,tiền mặt,9.916666667,đại học,white_manager,57000000,40000000,4073000000,2,có gia đình,39,2,3000000000,0.12,300,tu3den4nam,0,12/10/2022,FALSE,18:01.0
5200035344,tổ chức ngoài công lập,khác,2.333333333,đại học,unknown,162869084,32000000,3002739847,1,có gia đình,27,1,2400000000,0.11,240,tu5,0,,FALSE,32:59.0
4000038553,doanh nghiệp khác,tiền mặt,11,cao đẳng,blue_staff,14000000,8059538.383,1192380000,1,có gia đình,44,2,750000000,0.1,180,tu1den3nam,2.89,01/08/2018,FALSE,54:48.0
9000041668,tổ chức ngoài công lập,tiền mặt,1.666666667,đại học,blue_staff,18046000,8498817.885,3326990000,1,có gia đình,33,2,400000000,0.1,60,tu5,8.88,13/07/2012,FALSE,11:50.0
740013418,doanh nghiệp khác,tiền mặt,7,đại học,white_manager,68000000,36536574,5546228000,3,có gia đình,40,2,3400000000,0.1,180,tu1den3nam,2.38,02/01/2019,FALSE,31:07.0
7000052365,tổ chức ngoài công lập,tiền mặt,35.41666667,trung cấp,unknown,14700000,8134580.173,575960000,1,độc thân,34,1,490000000,0.1,84,tu1den3nam,0,,FALSE,31:17.0
3100034496,tổ chức ngoài công lập,khác,34,đại học,business,30000000,9671446.059,2940000000,2,có gia đình,34,2,900000000,0.1,180,tu4den5nam,0,,FALSE,43:08.0
3100034496,tổ chức ngoài công lập,tiền mặt,35.41666667,đại học,business,31512000,7000000,3311585000,2,có gia đình,35,2,400000000,0.11,120,tu4den5nam,0,,FALSE,06:41.0
9000042092,doanh nghiệp khác,chuyển khoản,1,đại học,white_manager,26524000,6607536.844,1004130000,1,có gia đình,30,2,500000000,0.1,120,tu5,0.1,26/04/2021,FALSE,00:08.0
4190011194,doanh nghiệp khác,tiền mặt,3,đại học,white_manager,61651711,27858856.23,5027830000,2,có gia đình,50,1,2500000000,0.1,166,tu1den3nam,1.46,16/12/2019,FALSE,48:40.0
4010014411,tổ chức ngoài công lập,tiền mặt,40,đại học,unknown,18497291,4728262.518,741858800,1,có gia đình,40,1,440000000,0.1,180,tu5,0,,FALSE,25:22.0
5600054648,doanh nghiệp khác,tiền mặt,5,đại học,white_manager,85000000,53730255.89,8452834000,1,độc thân,48,2,5000000000,0.1,180,tu1den3nam,0.04,17/05/2021,FALSE,22:24.0
9000043983,tổ chức ngoài công lập,tiền mặt,5,trung cấp,unknown,17000000,5311761.178,506520000,1,có gia đình,55,1,250000000,0.1,60,tu1den3nam,0,,FALSE,12:37.0
540008180,doanh nghiệp khác,tiền mặt,0,cao đẳng,white_staff,35000000,20417497.24,2813468083,1,độc thân,29,2,1900000000,0.1,180,duoi1nam,0.82,13/08/2020,FALSE,01:44.0
490018914,doanh nghiệp khác,tiền mặt,2,đại học,white_manager,208000000,53730255.89,7234541915,7,có gia đình,47,1,5000000000,0.1,180,tu5,0.8,21/08/2020,FALSE,48:39.0
5600054370,doanh nghiệp khác,tiền mặt,0,đại học,white_manager,15000000,5910328.147,1124481200,2,có gia đình,45,1,550000000,0.1,180,tu1den3nam,0.02,18/05/2021,FALSE,08:32.0
7000053294,tổ chức ngoài công lập,tiền mặt,11,trung cấp,unknown,13500000,2686512.794,453983028,2,có gia đình,39,1,250000000,0.1,180,tu5,0,,FALSE,47:35.0
900052114,tổ chức ngoài công lập,khác,13.41666667,trung cấp,unknown,39000000,13280947.22,1616800000,2,có gia đình,41,1,800000000,0.1,84,duoi1nam,0,,FALSE,59:11.0
5600061941,tổ chức công,chuyển khoản,34.16666667,trung cấp,white_staff,35406800,17000000,2045000000,2,có gia đình,34,2,1200000000,0.12,240,tu1den3nam,1.19,28/07/2021,FALSE,50:52.0
500065909,doanh nghiệp khác,tiền mặt,5.5,đại học,white_staff,15000000,8300592.013,13830000000,1,có gia đình,42,2,500000000,0.1,84,tu1den3nam,1.8,09/08/2019,FALSE,01:13.0
740013494,doanh nghiệp khác,chuyển khoản,11,đại học,unknown,34307351,18261302.43,2024257250,2,có gia đình,39,1,1100000000,0.1,84,tu1den3nam,2.25,30/03/2019,FALSE,59:37.0
310022600,doanh nghiệp khác,tiền mặt,1,đại học,white_manager,15000000,9246152.55,583000000,1,khác,30,1,320000000,0.1,41,tu1den3nam,1.25,02/03/2020,FALSE,54:20.0
380019025,doanh nghiệp khác,tiền mặt,24,trung cấp,white_staff,24666666,16601184.03,1818250000,1,có gia đình,55,2,1000000000,0.1,84,tu1den3nam,2.01,20/06/2019,FALSE,32:37.0
4000038285,tổ chức công,khác,6,cao đẳng,white_manager,19922127,8596840.942,3622106800,2,có gia đình,35,2,800000000,0.1,180,tu5,2.48,10/12/2018,FALSE,23:07.0
500066058,doanh nghiệp khác,tiền mặt,0.416666667,đại học,white_manager,40000000,26666666.67,2903177434,1,độc thân,32,2,2000000000,0.11,240,duoi1nam,0.45,01/03/2022,FALSE,29:36.0
900052523,doanh nghiệp khác,tiền mặt,1,trung cấp,white_manager,35000000,17193681.88,2453041747,1,độc thân,32,2,1600000000,0.1,180,tu1den3nam,1.85,12/08/2019,FALSE,25:21.0
430017911,doanh nghiệp khác,tiền mặt,29,đại học,white_staff,50000000,21492102.35,4639000000,3,có gia đình,35,1,2000000000,0.1,180,duoi1nam,0.94,01/07/2020,FALSE,23:53.0
300139930,doanh nghiệp khác,tiền mặt,47,đại học,white_manager,38500000,16119076.77,2692269600,1,có gia đình,47,1,1500000000,0.1,180,tu5,0.84,10/08/2020,FALSE,42:28.0
300139930,doanh nghiệp khác,tiền mặt,47,đại học,white_manager,38500000,3320236.805,2692269600,1,có gia đình,47,1,200000000,0.1,84,tu5,1.16,10/08/2020,FALSE,36:59.0
3050008336,doanh nghiệp khác,tiền mặt,20,cao đẳng,unknown,24000000,11620828.82,1996546000,1,có gia đình,42,2,700000000,0.1,84,tu5,0.02,10/06/2021,FALSE,49:57.0
820013008,doanh nghiệp khác,tiền mặt,0,cao đẳng,white_staff,30000000,23641312.59,3181241000,7,khác,26,1,2200000000,0.1,180,tu1den3nam,1.21,10/11/2020,FALSE,28:57.0
